Production_ID,Production_DateTime,Production_Date,Production_Hour,Production_Week,Production_Month,Shift_Type,Production_Line,Product_Type,Batch_Number,Machine_ID,Machine_Temperature,Machine_Run_Time,Downtime_Minutes,Maintenance_Status,Power_Consumption,Operator_ID,Operator_Experience,Shift_Hours,Material_Type,Material_Quality,Supplier_ID,Inventory_Level,Production_Target,Actual_Output,Production_Efficiency,Cycle_Time,Defect_Count,Rejection_Count,Factory_Temperature,Humidity_Level,Noise_Level,Delay_Status,Defect_Status,Failure_Risk,Predicted_Output
538,2026-05-09 14:19:57.973205,2026-05-09,14,19,5,A,Line-1,PCB,BATCH-4488,M-103,52.41,13,10,Done,33.23,1013,8.0,7,Copper,Low,246,277.0,589,1053,72.91,0.53,2,7,37.16,56.93,66.23,0,0,0,1065
539,2025-11-08 18:02:57.973205,2025-11-08,18,45,11,B,Line-3,Sensor,BATCH-4269,M-102,114.39,23,19,Pending,53.92,1042,2.0,9,Silicon,High,204,730.0,909,954,73.67,2.01,16,4,34.97,69.64,61.27,0,0,0,938
540,2025-12-11 14:47:57.973205,2025-12-11,14,50,12,C,Line-3,PCB,BATCH-5390,M-102,59.96,8,3,Pending,46.18,1033,11.0,7,Silicon,Medium,209,386.0,557,343,94.54,2.79,14,6,36.03,69.51,107.63,0,0,0,323
541,2026-04-28 13:31:57.973205,2026-04-28,13,18,4,A,Line-1,Sensor,BATCH-5688,M-102,93.86,6,69,Done,25.08,1031,13.0,7,Copper,High,210,979.0,550,771,80.15,3.39,13,2,21.75,31.47,57.19,0,0,0,778
542,2025-08-15 09:20:57.973205,2025-08-15,9,33,8,C,Line-3,PCB,BATCH-8573,M-103,119.35,22,95,Done,39.8,1031,9.0,7,Plastic,High,231,322.0,857,724,94.14,1.06,12,1,22.8,45.36,117.55,0,0,0,737
543,2025-07-13 15:26:57.973205,2025-07-13,15,28,7,A,Line-3,Microchip,BATCH-8418,M-103,116.52,17,42,Done,45.08,1041,4.0,12,Silicon,High,205,248.0,465,804,82.03,2.06,6,3,38.4,57.78,59.77,0,0,0,803
544,2026-04-17 05:44:57.973205,2026-04-17,5,16,4,B,Line-3,PCB,BATCH-0727,M-103,83.23,16,108,Done,45.95,1015,9.0,11,Copper,High,240,463.0,1188,907,79.41,3.18,13,5,33.34,70.22,85.34,0,0,0,921
545,2025-11-16 05:29:57.973205,2025-11-16,5,46,11,C,Line-1,PCB,BATCH-9528,M-104,80.2,9,53,Pending,41.94,1022,3.0,11,Copper,Medium,234,791.0,708,230,83.93,4.93,10,0,22.96,46.0,67.4,0,0,0,216
546,2025-10-03 09:35:57.973205,2025-10-03,9,40,10,C,Line-2,Sensor,BATCH-5171,M-103,92.94,13,13,Done,17.11,1022,15.0,8,Plastic,Low,241,,399,969,62.27,1.59,17,9,37.27,56.07,116.0,0,0,0,982
548,2025-07-29 02:30:57.973205,2025-07-29,2,31,7,A,Line-3,PCB,BATCH-6833,M-102,90.62,6,2,,56.38,1042,12.0,9,Plastic,Low,250,870.0,356,945,64.98,0.69,11,0,39.39,56.14,71.04,0,0,0,939
549,2025-06-16 14:11:57.973205,2025-06-16,14,25,6,B,Line-3,Microchip,BATCH-1905,M-104,98.77,18,13,Pending,58.39,1050,10.0,9,Plastic,High,232,564.0,888,1080,71.85,1.76,5,6,35.71,78.22,101.1,0,0,0,1088
550,2025-06-17 01:23:57.973205,2025-06-17,1,25,6,A,Line-1,Sensor,BATCH-5214,M-101,77.79,24,94,Done,18.9,1011,1.0,6,Plastic,Low,228,267.0,747,724,96.03,1.87,6,3,27.52,53.73,119.32,0,0,0,711
551,2025-06-20 10:13:57.973205,2025-06-20,10,25,6,A,Line-2,Microchip,BATCH-7843,M-104,101.33,12,26,Pending,34.2,1044,8.0,6,Silicon,Low,223,343.0,1161,293,75.25,4.82,13,6,20.74,50.1,78.64,0,1,0,312
552,2026-03-04 09:27:57.973205,2026-03-04,9,10,3,C,Line-3,Microchip,BATCH-9037,M-104,100.68,16,3,Pending,30.51,1041,13.0,8,Plastic,High,210,722.0,926,703,82.25,2.92,11,0,22.46,52.06,79.25,0,0,0,696
553,2026-02-02 09:32:57.973205,2026-02-02,9,6,2,C,Line-2,PCB,BATCH-1837,M-102,69.8,10,98,Done,19.24,1015,14.0,7,Plastic,Medium,221,812.0,439,595,85.45,3.04,2,2,31.1,30.09,70.96,0,0,0,612
554,2026-04-07 15:50:57.973205,2026-04-07,15,15,4,A,Line-3,PCB,BATCH-8538,M-104,55.56,24,104,Pending,21.3,1050,11.0,8,Silicon,Low,247,969.0,394,355,90.02,4.99,13,1,24.61,40.38,118.88,0,0,1,366
555,2025-06-29 09:58:57.973205,2025-06-29,9,26,6,B,Line-2,Microchip,BATCH-3549,M-102,106.63,9,25,Pending,27.75,1002,7.0,8,Copper,Low,210,444.0,883,643,65.97,0.54,15,8,36.07,73.74,93.12,0,1,0,647
556,2025-06-26 01:37:57.973205,2025-06-26,1,26,6,B,Line-1,Microchip,BATCH-8353,M-103,69.99,14,30,Done,27.26,1046,2.0,7,Silicon,Low,223,139.0,928,418,81.74,3.27,8,5,21.53,30.1,119.43,0,0,0,419
557,2025-09-24 03:37:57.973205,2025-09-24,3,39,9,A,Line-2,Sensor,BATCH-1423,M-101,88.47,22,105,Done,58.16,1014,12.0,6,Silicon,High,221,555.0,1167,708,74.42,2.94,1,9,25.1,52.69,110.68,1,0,0,719
558,2025-11-06 10:57:57.973205,2025-11-06,10,45,11,A,Line-1,Microchip,BATCH-6486,M-104,59.67,17,1,Done,24.58,1027,8.0,6,Plastic,High,225,,667,927,91.16,4.77,7,4,27.11,67.67,58.5,0,0,0,945
559,2026-04-13 08:55:57.973205,2026-04-13,8,16,4,B,Line-2,Microchip,BATCH-1971,M-102,66.79,22,97,Done,40.38,1043,2.0,10,Plastic,Low,245,349.0,621,522,80.72,3.15,13,1,27.61,54.55,77.27,0,0,0,531
560,2025-11-04 01:47:57.973205,2025-11-04,1,45,11,C,Line-3,Microchip,BATCH-6308,M-103,80.61,9,71,Pending,55.38,1046,1.0,7,Silicon,Low,201,357.0,596,592,77.95,0.63,2,9,24.71,59.96,54.71,0,0,1,588
561,2026-04-19 15:26:57.973205,2026-04-19,15,16,4,A,Line-2,PCB,BATCH-1677,M-104,85.7,20,58,Pending,51.89,1009,11.0,7,Silicon,High,212,561.0,1018,514,79.44,4.59,6,8,31.76,49.76,104.83,0,0,0,518
562,2025-10-28 15:28:57.973205,2025-10-28,15,44,10,B,Line-2,Sensor,BATCH-1779,M-103,115.94,5,63,Pending,48.2,1001,2.0,7,Silicon,Medium,216,,396,1047,72.66,1.02,12,4,21.76,55.53,54.45,1,0,0,1059
563,2026-04-11 11:04:57.973205,2026-04-11,11,15,4,A,Line-2,Microchip,BATCH-0035,M-102,96.3,22,71,Done,24.15,1015,13.0,9,Copper,Medium,221,374.0,1034,265,90.66,2.68,11,3,32.74,64.98,111.82,0,0,0,284
564,2025-06-01 10:44:57.973205,2025-06-01,10,22,6,A,Line-3,PCB,BATCH-9246,M-103,74.97,6,116,Done,18.17,1042,15.0,10,Copper,Low,250,449.0,758,690,78.04,2.48,11,9,21.35,49.88,107.72,0,0,0,702
565,2025-12-14 13:56:57.973205,2025-12-14,13,50,12,B,Line-3,Sensor,BATCH-1489,M-103,93.32,12,79,Done,29.9,1044,3.0,10,Silicon,Medium,249,583.0,564,706,65.08,3.55,11,8,39.82,69.73,89.4,1,0,0,695
566,2025-07-31 15:53:57.973205,2025-07-31,15,31,7,C,Line-3,PCB,BATCH-8106,M-104,89.42,10,117,Done,21.46,1010,10.0,8,Silicon,Medium,221,249.0,470,394,74.56,1.01,13,2,22.41,62.61,85.55,1,0,0,384
567,2026-03-06 03:50:57.973205,2026-03-06,3,10,3,A,Line-1,Sensor,BATCH-5427,M-104,93.1,7,31,Done,26.76,1042,10.0,6,Plastic,Low,224,973.0,1040,846,73.53,1.66,16,6,37.78,52.08,80.88,0,0,0,826
569,2026-01-30 00:38:57.973205,2026-01-30,0,5,1,B,Line-3,Microchip,BATCH-3727,M-104,63.59,16,63,Done,16.06,1009,6.0,7,Plastic,High,208,208.0,1020,579,88.94,2.73,6,3,30.71,48.88,78.17,0,0,0,567
570,2025-06-17 16:36:57.973205,2025-06-17,16,25,6,B,Line-2,PCB,BATCH-5776,M-104,86.06,17,60,Pending,26.87,1049,10.0,6,Plastic,High,204,542.0,777,288,66.42,2.26,1,4,28.62,38.17,56.57,1,0,0,283
571,2025-11-12 22:07:57.973205,2025-11-12,22,46,11,B,Line-2,Sensor,BATCH-8313,M-101,95.51,20,6,Pending,42.36,1038,15.0,10,Copper,High,239,525.0,591,476,92.96,2.98,15,4,21.95,72.06,55.82,0,0,0,480
572,2025-10-25 10:31:57.973205,2025-10-25,10,43,10,B,Line-1,Microchip,BATCH-9633,M-104,58.34,17,67,Done,58.32,1028,2.0,7,Silicon,Medium,249,800.0,323,920,79.17,1.42,2,1,29.98,49.82,105.78,0,0,0,910
574,2025-11-07 15:44:57.973205,2025-11-07,15,45,11,B,Line-1,PCB,BATCH-3255,M-104,113.42,14,104,Pending,39.16,1033,3.0,9,Copper,Low,205,985.0,711,1019,70.17,0.95,16,7,28.84,75.64,99.24,1,1,1,1017
575,2026-03-31 07:14:57.973205,2026-03-31,7,14,3,A,Line-2,PCB,BATCH-5858,M-101,91.64,15,52,Pending,50.3,1026,7.0,6,Copper,Medium,221,371.0,473,732,83.49,4.91,8,7,23.29,48.29,90.79,0,0,0,746
576,2025-11-11 04:33:57.973205,2025-11-11,4,46,11,A,Line-2,Sensor,BATCH-1384,M-101,54.84,21,80,Pending,41.32,1040,1.0,10,Silicon,Medium,244,503.0,733,449,71.49,1.01,14,3,29.08,71.19,103.72,1,0,1,444
577,2026-03-04 16:50:57.973205,2026-03-04,16,10,3,B,Line-2,Microchip,BATCH-6452,M-101,95.59,24,87,Done,30.85,1014,7.0,7,Plastic,High,243,546.0,708,1038,80.77,1.5,6,8,20.02,34.27,65.47,0,0,0,1026
578,2025-05-17 14:09:57.973205,2025-05-17,14,20,5,A,Line-2,Microchip,BATCH-2873,M-104,50.11,14,52,Done,24.11,1029,10.0,10,Copper,High,208,810.0,849,241,65.84,1.11,3,0,30.33,57.23,106.35,1,0,0,229
579,2025-11-20 15:41:57.973205,2025-11-20,15,47,11,A,Line-2,Sensor,BATCH-3547,M-104,92.08,17,52,Pending,18.22,1023,1.0,6,Copper,High,230,381.0,685,1035,77.09,1.3,6,10,33.29,79.77,106.25,0,0,0,1032
580,2026-01-08 01:20:57.973205,2026-01-08,1,2,1,C,Line-2,Microchip,BATCH-2451,M-103,76.41,7,72,Done,19.08,1047,,12,Plastic,Medium,241,627.0,798,321,98.49,0.89,8,8,34.92,53.99,99.08,0,0,0,338
581,2025-08-30 17:27:57.973205,2025-08-30,17,35,8,A,Line-2,Sensor,BATCH-7397,M-103,92.85,6,75,Pending,56.81,1006,6.0,7,Plastic,High,211,971.0,1076,737,98.81,1.68,10,8,32.54,45.86,73.73,0,0,1,751
582,2026-04-20 04:17:57.973205,2026-04-20,4,17,4,A,Line-3,Sensor,BATCH-9080,M-104,59.85,7,26,Pending,37.17,1004,12.0,9,Copper,Low,232,628.0,1073,1015,95.15,2.34,14,0,31.66,67.44,94.53,0,0,0,1033
583,2025-05-31 16:31:57.973205,2025-05-31,16,22,5,B,Line-1,PCB,BATCH-5576,M-101,78.93,6,52,Pending,36.02,1015,3.0,8,Plastic,Low,200,500.0,328,697,64.46,3.43,1,3,31.08,66.9,83.37,1,0,0,715
584,2025-08-04 08:42:57.973205,2025-08-04,8,32,8,A,Line-3,Microchip,BATCH-1460,M-101,109.32,16,21,,37.32,1018,7.0,7,Plastic,Low,209,707.0,1133,439,89.47,4.16,4,0,24.39,41.3,80.35,0,1,0,454
585,2026-03-27 12:47:57.973205,2026-03-27,12,13,3,A,Line-2,Microchip,BATCH-0262,M-104,115.78,16,109,Done,51.91,1033,2.0,11,Silicon,Low,237,718.0,1159,658,70.36,4.94,17,2,31.26,58.32,81.73,1,1,0,662
586,2026-04-24 18:13:57.973205,2026-04-24,18,17,4,A,Line-1,Microchip,BATCH-0302,M-103,83.2,5,112,Done,50.86,1018,4.0,10,Plastic,Medium,247,722.0,433,802,67.94,1.14,13,10,38.64,36.14,110.45,1,0,0,799
587,2026-04-09 00:40:57.973205,2026-04-09,0,15,4,C,Line-3,Sensor,BATCH-7650,M-101,94.81,5,91,Pending,28.57,1030,4.0,8,Plastic,Medium,225,461.0,789,621,82.59,1.53,16,5,35.76,62.76,71.55,0,0,1,608
588,2025-12-14 18:47:57.973205,2025-12-14,18,50,12,B,Line-3,Microchip,BATCH-4807,M-101,119.29,21,102,Pending,39.24,1030,,7,Copper,Medium,234,533.0,715,241,94.78,3.05,14,8,21.52,41.86,78.86,0,0,1,250
589,2026-03-12 19:23:57.973205,2026-03-12,19,11,3,A,Line-2,Microchip,BATCH-0799,M-101,75.09,7,39,Done,28.66,1013,11.0,12,Plastic,High,218,906.0,373,927,68.94,3.48,15,7,21.95,50.93,92.76,0,0,0,930
590,2026-01-03 05:51:57.973205,2026-01-03,5,1,1,B,Line-3,PCB,BATCH-6576,M-101,54.36,7,98,Done,54.77,1018,9.0,12,Silicon,High,240,555.0,996,927,71.19,0.75,16,5,34.72,72.1,71.04,1,0,0,912
591,2025-07-30 22:21:57.973205,2025-07-30,22,31,7,A,Line-2,Sensor,BATCH-4852,M-103,88.65,14,101,Pending,21.08,1043,9.0,6,Plastic,Medium,242,291.0,1044,254,95.64,2.69,17,0,39.78,59.99,58.86,0,0,1,236
592,2026-03-12 01:06:57.973205,2026-03-12,1,11,3,B,Line-1,Microchip,BATCH-0367,M-103,76.26,22,11,Done,18.94,1015,9.0,12,Plastic,High,230,871.0,1114,773,95.78,1.82,1,5,31.77,44.24,63.43,0,0,0,773
593,2026-04-24 07:37:57.973205,2026-04-24,7,17,4,C,Line-2,Sensor,BATCH-5119,M-101,92.14,19,15,Pending,39.12,1038,14.0,6,Copper,Low,214,421.0,647,615,91.82,3.02,1,10,33.18,78.44,59.96,0,0,0,609
594,2025-12-26 09:07:57.973205,2025-12-26,9,52,12,A,Line-1,PCB,BATCH-9914,M-103,76.11,20,10,Done,46.17,1010,5.0,11,Plastic,Medium,223,552.0,527,378,79.73,1.58,2,5,28.73,48.29,105.34,0,0,0,394
595,2026-04-06 16:38:57.973205,2026-04-06,16,15,4,B,Line-1,Sensor,BATCH-4070,M-101,107.73,12,27,Pending,27.56,1045,15.0,8,Silicon,Medium,241,589.0,783,577,68.46,2.1,6,9,26.66,35.11,79.29,0,0,0,568
596,2025-12-24 00:41:57.973205,2025-12-24,0,52,12,C,Line-1,PCB,BATCH-1142,M-102,102.87,16,112,Done,53.71,1008,6.0,12,Silicon,Low,225,516.0,1029,761,73.16,2.51,14,5,20.44,50.74,112.32,1,1,0,769
597,2025-07-29 07:06:57.973205,2025-07-29,7,31,7,A,Line-1,Sensor,BATCH-1508,M-101,57.04,9,63,Pending,25.43,1039,,11,Copper,Low,213,268.0,721,673,96.99,2.85,19,0,22.33,39.99,105.93,0,0,0,658
598,2025-05-18 14:29:57.973205,2025-05-18,14,20,5,A,Line-3,Sensor,BATCH-3177,M-104,65.15,5,94,Pending,32.01,1040,1.0,9,Silicon,High,221,663.0,342,854,69.86,0.99,10,10,20.2,71.71,67.19,1,0,1,871
599,2026-01-15 23:15:57.973205,2026-01-15,23,3,1,A,Line-2,PCB,BATCH-4082,M-101,68.98,10,34,Done,42.01,1050,14.0,9,Plastic,High,223,204.0,506,669,99.84,2.83,14,9,32.9,44.39,55.22,0,0,0,662
600,2025-09-22 17:57:57.973205,2025-09-22,17,39,9,B,Line-1,Microchip,BATCH-3369,M-102,108.06,21,42,Pending,18.31,1006,7.0,7,Silicon,Low,245,181.0,791,430,60.94,3.86,19,3,27.77,54.03,66.14,0,1,0,445
601,2025-10-13 05:36:57.973205,2025-10-13,5,42,10,A,Line-3,PCB,BATCH-2546,M-102,78.82,17,65,Pending,53.55,1021,12.0,12,Copper,High,236,172.0,1124,845,62.0,4.41,20,8,29.5,31.17,61.93,1,0,0,864
602,2026-04-16 07:54:57.973205,2026-04-16,7,16,4,C,Line-3,PCB,BATCH-6576,M-102,96.51,11,59,Done,37.67,1043,11.0,9,Copper,High,237,487.0,637,427,98.85,2.57,17,4,36.78,66.55,75.99,0,0,0,445
603,2025-08-05 23:12:57.973205,2025-08-05,23,32,8,C,Line-1,Microchip,BATCH-0922,M-103,65.18,23,29,Pending,50.92,1002,3.0,8,Plastic,Medium,245,240.0,343,979,67.59,4.32,6,9,29.2,36.37,73.52,0,0,0,968
604,2025-06-06 05:23:57.973205,2025-06-06,5,23,6,B,Line-1,Sensor,BATCH-0560,M-102,57.64,24,29,Pending,42.23,1026,1.0,6,Plastic,Medium,246,995.0,487,278,63.1,3.27,13,6,30.21,76.3,116.75,0,0,0,264
605,2026-01-20 09:33:57.973205,2026-01-20,9,4,1,C,Line-3,Sensor,BATCH-1283,M-104,62.85,5,60,Pending,42.35,1016,11.0,12,Silicon,High,220,272.0,512,896,70.99,2.15,15,0,34.85,48.84,57.73,1,0,0,881
606,2026-04-18 03:09:57.973205,2026-04-18,3,16,4,B,Line-3,Sensor,BATCH-9939,M-104,67.82,10,27,Pending,38.07,1042,6.0,10,Silicon,Medium,223,696.0,867,1078,72.93,3.31,9,9,35.98,45.21,50.05,0,0,0,1084
607,2025-10-02 01:12:57.973205,2025-10-02,1,40,10,C,Line-2,Sensor,BATCH-4804,M-103,79.46,24,114,Done,19.68,1040,8.0,9,Silicon,Low,207,490.0,887,345,92.2,3.71,14,10,24.17,67.45,116.18,0,0,0,354
608,2025-11-06 03:06:57.973205,2025-11-06,3,45,11,C,Line-2,Microchip,BATCH-6940,M-103,103.28,24,31,Done,15.99,1044,8.0,7,Silicon,Medium,200,713.0,300,454,94.32,2.3,18,3,32.98,48.62,52.49,0,0,0,443
609,2025-08-25 09:45:57.973205,2025-08-25,9,35,8,C,Line-2,Sensor,BATCH-4029,M-101,70.48,13,73,Done,40.74,1038,15.0,12,Copper,Low,210,682.0,1006,880,91.66,4.96,4,2,33.49,39.75,98.36,0,0,0,891
610,2026-04-11 00:40:57.973205,2026-04-11,0,15,4,C,Line-3,Microchip,BATCH-3028,M-104,88.57,10,82,Pending,42.6,1044,3.0,6,Copper,Low,201,645.0,1041,1064,80.06,3.42,7,4,23.99,43.55,69.56,0,0,1,1045
611,2025-05-26 07:39:57.973205,2025-05-26,7,22,5,A,Line-2,PCB,BATCH-6911,M-102,68.25,7,18,,41.74,1041,11.0,8,Copper,Medium,231,944.0,605,443,71.93,1.19,12,9,22.32,62.18,100.85,0,0,0,424
612,2025-11-11 20:18:57.973205,2025-11-11,20,46,11,A,Line-2,Microchip,BATCH-4422,M-101,64.31,14,26,Done,31.65,1006,15.0,6,Silicon,High,226,933.0,1028,352,82.56,0.71,19,1,33.66,34.98,111.87,0,0,0,336
613,2026-03-14 15:20:57.973205,2026-03-14,15,11,3,B,Line-3,Microchip,BATCH-5099,M-102,89.6,8,106,Pending,18.15,1002,9.0,9,Plastic,High,241,208.0,764,967,74.46,2.26,16,5,36.27,36.83,117.92,1,0,1,979
614,2025-10-26 02:32:57.973205,2025-10-26,2,43,10,B,Line-1,PCB,BATCH-3191,M-101,98.7,13,91,Done,32.86,1023,4.0,9,Silicon,High,247,610.0,869,411,88.54,4.68,18,9,33.65,49.43,63.13,0,0,0,397
615,2025-09-17 21:56:57.973205,2025-09-17,21,38,9,A,Line-1,PCB,BATCH-1782,M-104,76.44,7,54,Pending,35.08,1043,6.0,10,Silicon,Medium,213,643.0,809,692,83.46,1.29,16,5,31.48,45.29,108.23,0,0,0,685
616,2025-07-14 20:02:57.973205,2025-07-14,20,29,7,B,Line-2,Sensor,BATCH-0635,M-103,117.9,8,84,Done,20.73,1021,10.0,9,Plastic,Medium,206,834.0,446,648,87.19,4.86,11,9,38.58,78.43,67.38,0,0,0,667
617,2025-10-18 08:16:57.973205,2025-10-18,8,42,10,C,Line-2,Sensor,BATCH-6131,M-104,100.6,9,22,Pending,38.0,1024,9.0,6,Copper,Medium,239,535.0,707,728,83.66,0.71,6,5,36.31,73.11,115.82,0,0,0,711
618,2025-08-08 02:07:57.973205,2025-08-08,2,32,8,B,Line-2,Microchip,BATCH-6730,M-104,51.72,9,13,Pending,57.96,1003,14.0,9,Copper,Medium,241,397.0,1114,643,71.2,4.88,12,5,26.4,49.11,77.32,0,0,0,626
619,2025-10-25 17:50:57.973205,2025-10-25,17,43,10,C,Line-2,PCB,BATCH-9378,M-103,117.02,14,41,Done,43.41,1042,,8,Plastic,Medium,202,391.0,1169,204,79.05,2.54,0,0,33.91,67.92,62.32,0,0,0,219
620,2025-06-17 20:36:57.973205,2025-06-17,20,25,6,C,Line-2,PCB,BATCH-8894,M-104,83.62,20,12,Pending,41.54,1043,13.0,6,Copper,High,212,,1097,930,97.18,1.8,5,6,37.01,50.77,85.22,0,0,0,927
621,2025-06-22 09:25:57.973205,2025-06-22,9,25,6,A,Line-3,Microchip,BATCH-6235,M-103,112.54,21,81,Pending,43.27,1022,8.0,11,Plastic,Low,233,149.0,392,252,76.68,3.98,1,1,36.7,43.69,60.99,0,1,1,244
622,2025-06-16 00:37:57.973205,2025-06-16,0,25,6,A,Line-1,Sensor,BATCH-3294,M-102,54.18,13,66,Done,49.68,1017,8.0,11,Copper,High,232,949.0,986,401,98.85,2.25,4,2,37.51,59.55,114.28,0,0,0,403
623,2026-03-06 04:42:57.973205,2026-03-06,4,10,3,B,Line-1,Sensor,BATCH-4637,M-103,82.26,21,5,Pending,20.56,1035,15.0,6,Plastic,Low,218,467.0,712,252,60.29,3.03,18,5,26.26,66.44,51.01,0,0,0,260
624,2025-08-19 19:34:57.973205,2025-08-19,19,34,8,A,Line-1,Microchip,BATCH-0900,M-104,79.48,17,7,Done,44.48,1005,9.0,10,Copper,Low,210,200.0,554,580,79.89,2.7,4,4,38.36,46.33,74.37,0,0,0,572
625,2025-08-24 00:42:57.973205,2025-08-24,0,34,8,A,Line-3,PCB,BATCH-7646,M-102,60.33,5,71,Pending,45.72,1003,9.0,8,Silicon,High,213,139.0,880,594,63.15,1.75,13,4,24.61,76.72,68.91,1,0,1,582
626,2025-09-11 08:12:57.973205,2025-09-11,8,37,9,A,Line-3,PCB,BATCH-5672,M-103,90.91,11,17,Pending,55.74,1033,5.0,11,Silicon,High,214,494.0,645,976,98.52,2.96,7,3,36.7,59.8,50.82,0,0,0,984
627,2026-05-16 14:59:57.973205,2026-05-16,14,20,5,A,Line-1,PCB,BATCH-0204,M-103,56.33,21,104,Pending,31.25,1025,6.0,6,Silicon,Low,231,410.0,754,243,82.02,0.9,19,4,26.69,63.22,107.01,0,0,1,226
628,2025-11-02 05:15:57.973205,2025-11-02,5,44,11,B,Line-2,Sensor,BATCH-1332,M-101,97.7,10,57,Done,34.93,1028,13.0,11,Silicon,Medium,228,112.0,928,725,68.43,4.89,9,6,29.11,39.37,73.81,1,0,0,713
629,2026-02-17 11:27:57.973205,2026-02-17,11,8,2,C,Line-3,Sensor,BATCH-6117,M-104,50.53,22,14,Pending,40.06,1050,9.0,6,Copper,Medium,217,211.0,1005,611,87.0,4.14,13,10,31.16,60.48,63.67,0,0,0,607
630,2026-05-04 00:12:57.973205,2026-05-04,0,19,5,C,Line-3,Microchip,BATCH-0687,M-103,50.42,22,72,Done,24.94,1005,3.0,9,Copper,Medium,210,927.0,1114,391,94.9,2.24,13,7,32.76,40.85,94.82,0,0,0,376
631,2025-09-15 06:44:57.973205,2025-09-15,6,38,9,A,Line-3,PCB,BATCH-6962,M-103,86.11,12,44,Pending,42.94,1037,5.0,8,Copper,High,223,567.0,712,451,88.05,4.51,4,5,20.45,38.12,117.44,0,0,0,433
632,2025-11-03 21:55:57.973205,2025-11-03,21,45,11,A,Line-1,PCB,BATCH-6596,M-103,51.09,7,96,Pending,15.92,1006,1.0,7,Copper,High,243,337.0,659,468,62.7,2.98,2,0,20.6,40.68,60.38,1,0,1,480
633,2025-08-29 09:50:57.973205,2025-08-29,9,35,8,C,Line-3,Sensor,BATCH-4009,M-101,54.09,7,28,Pending,29.23,1023,14.0,12,Silicon,High,201,404.0,1153,635,93.16,1.5,11,4,26.86,67.27,102.84,0,0,0,632
634,2025-06-08 22:55:57.973205,2025-06-08,22,23,6,B,Line-1,Microchip,BATCH-3106,M-101,59.92,20,70,Done,28.26,1036,13.0,12,Copper,High,213,781.0,1127,663,71.7,0.66,11,5,36.23,70.48,66.45,1,0,0,662
635,2025-09-10 14:13:57.973205,2025-09-10,14,37,9,A,Line-1,PCB,BATCH-6103,M-101,107.24,14,78,Pending,36.77,1036,14.0,12,Silicon,Medium,217,886.0,765,566,92.36,2.28,18,4,37.88,32.35,67.38,0,0,1,585
636,2026-02-10 00:01:57.973205,2026-02-10,0,7,2,B,Line-3,Microchip,BATCH-1674,M-103,75.68,13,56,Done,58.03,1017,4.0,6,Copper,Medium,236,108.0,752,712,65.35,2.05,12,3,33.43,39.15,65.92,1,0,0,723
637,2026-04-30 08:32:57.973205,2026-04-30,8,18,4,A,Line-1,PCB,BATCH-5095,M-103,85.93,19,3,Done,29.53,1002,7.0,8,Silicon,Low,246,,1050,383,85.54,2.97,18,8,23.87,74.85,101.94,0,0,0,364
638,2025-07-14 15:11:57.973205,2025-07-14,15,29,7,B,Line-1,Sensor,BATCH-0650,M-101,69.81,20,108,Done,59.37,1010,9.0,6,Copper,Medium,206,985.0,462,782,94.77,3.07,19,3,29.37,43.78,103.92,0,0,0,801
639,2025-06-14 05:48:57.973205,2025-06-14,5,24,6,B,Line-1,PCB,BATCH-8896,M-101,63.22,20,49,Done,24.51,1013,13.0,8,Silicon,Low,211,165.0,839,623,76.6,2.37,5,2,27.31,49.04,54.22,0,0,0,615
640,2025-08-08 09:32:57.973205,2025-08-08,9,32,8,C,Line-3,Microchip,BATCH-7007,M-101,109.41,6,100,Pending,24.71,1021,4.0,11,Silicon,Medium,214,261.0,547,971,79.86,4.51,7,7,29.2,35.63,54.62,0,0,1,974
641,2025-10-26 14:20:57.973205,2025-10-26,14,43,10,A,Line-3,Microchip,BATCH-7705,M-101,94.65,9,113,Pending,56.77,1012,,6,Plastic,Medium,244,796.0,396,552,96.78,0.62,14,0,31.55,55.46,55.53,0,0,1,556
642,2025-12-30 16:37:57.973205,2025-12-30,16,1,12,A,Line-2,Microchip,BATCH-2698,M-102,79.53,6,35,Done,35.0,1016,,8,Plastic,Low,212,519.0,1188,698,68.78,3.18,9,5,28.29,61.88,79.76,0,0,0,702
643,2025-11-15 05:28:57.973205,2025-11-15,5,46,11,A,Line-3,PCB,BATCH-3165,M-103,110.39,23,2,Done,46.91,1019,15.0,12,Plastic,Low,244,607.0,764,644,86.01,2.49,10,2,34.46,52.28,66.93,0,1,0,628
644,2025-07-12 10:12:57.973205,2025-07-12,10,28,7,C,Line-3,Microchip,BATCH-3443,M-103,78.94,21,115,Pending,46.88,1028,12.0,11,Plastic,Low,214,774.0,965,417,88.61,0.64,2,6,24.62,70.54,94.8,0,0,1,432
645,2025-06-18 03:32:57.973205,2025-06-18,3,25,6,B,Line-2,PCB,BATCH-0084,M-104,68.25,12,78,Pending,16.81,1040,7.0,7,Copper,High,238,155.0,870,1021,84.17,0.65,3,9,38.05,39.11,110.9,0,0,1,1032
646,2025-06-25 20:25:57.973205,2025-06-25,20,26,6,B,Line-3,Microchip,BATCH-2469,M-104,118.58,10,43,Done,58.51,1017,10.0,12,Plastic,High,201,934.0,773,509,78.08,4.95,0,3,37.23,42.93,76.72,0,0,0,518
