Production_ID,Production_DateTime,Production_Date,Production_Hour,Production_Week,Production_Month,Shift_Type,Production_Line,Product_Type,Batch_Number,Machine_ID,Machine_Temperature,Machine_Run_Time,Downtime_Minutes,Maintenance_Status,Power_Consumption,Operator_ID,Operator_Experience,Shift_Hours,Material_Type,Material_Quality,Supplier_ID,Inventory_Level,Production_Target,Actual_Output,Production_Efficiency,Cycle_Time,Defect_Count,Rejection_Count,Factory_Temperature,Humidity_Level,Noise_Level,Delay_Status,Defect_Status,Failure_Risk,Predicted_Output
2585,2026-04-10 14:32:35.823746,2026-04-10,14,15,4,B,Line-1,PCB,BATCH-6090,M-104,107.82,15,22,Pending,26.43,1030,13,7,Plastic,High,224,496,1044,1048,100.38,1.42,4,7,29.24,33.91,72.44,0,0,0,1038
2586,2025-09-16 10:35:35.823746,2025-09-16,10,38,9,C,Line-2,PCB,BATCH-8600,M-104,82.59,6,32,Done,49.08,1046,1,10,Copper,Medium,227,228,852,807,94.72,0.77,5,2,31.95,67.14,66.94,0,1,0,824
2587,2025-07-04 07:07:35.823746,2025-07-04,7,27,7,B,Line-2,Microchip,BATCH-8040,M-101,51.94,22,34,Pending,37.2,1009,15,9,Silicon,Medium,223,849,1188,1184,99.66,4.11,0,1,33.28,59.42,61.24,0,0,0,1186
2588,2025-08-06 05:34:35.823746,2025-08-06,5,32,8,A,Line-2,Microchip,BATCH-8249,M-103,64.59,6,14,Done,50.37,1039,13,10,Plastic,High,225,281,324,346,106.79,4.34,0,8,39.8,67.14,99.23,0,0,0,348
2589,2026-03-18 20:30:35.823746,2026-03-18,20,12,3,B,Line-1,Sensor,BATCH-8595,M-104,59.29,12,44,Done,27.75,1023,2,11,Plastic,Medium,244,597,446,406,91.03,1.45,2,5,23.87,49.32,109.67,0,0,0,409
2590,2025-08-03 16:40:35.823746,2025-08-03,16,31,8,C,Line-2,Microchip,BATCH-2059,M-104,114.54,22,73,Done,15.96,1047,10,8,Plastic,Low,229,432,439,371,84.51,2.54,7,7,28.7,54.07,99.22,0,1,0,376
2591,2025-10-27 10:39:35.823746,2025-10-27,10,44,10,C,Line-3,Microchip,BATCH-3449,M-102,57.71,20,89,Done,55.93,1001,14,8,Copper,High,208,511,835,759,90.9,4.88,3,2,27.47,51.5,56.8,0,0,0,750
2592,2026-04-09 02:54:35.823746,2026-04-09,2,15,4,A,Line-1,Microchip,BATCH-7704,M-104,75.85,16,10,Done,50.85,1010,4,10,Plastic,Medium,217,367,1049,1057,100.76,4.87,4,3,25.54,71.98,79.43,0,0,0,1057
2593,2026-01-31 19:17:35.823746,2026-01-31,19,5,1,B,Line-2,Microchip,BATCH-9866,M-103,81.29,9,48,Pending,22.09,1023,2,10,Plastic,High,219,207,508,464,91.34,2.35,1,0,26.57,65.01,90.7,0,0,0,461
2594,2026-03-10 01:02:35.823746,2026-03-10,1,11,3,A,Line-2,Sensor,BATCH-6363,M-102,65.89,19,10,Done,28.92,1026,15,6,Plastic,Low,243,787,1057,1087,102.84,4.79,1,4,36.95,62.66,74.11,0,0,0,1107
2595,2026-05-12 04:08:35.823746,2026-05-12,4,20,5,B,Line-1,Sensor,BATCH-9302,M-101,84.83,18,45,Pending,30.47,1025,4,12,Copper,Medium,211,592,416,379,91.11,1.44,0,9,20.71,68.49,111.72,0,0,0,370
2596,2025-10-16 14:27:35.823746,2025-10-16,14,42,10,C,Line-2,PCB,BATCH-9894,M-104,112.46,15,87,Done,21.29,1011,13,7,Copper,Medium,240,704,332,256,77.11,1.46,6,5,32.66,76.8,70.16,0,1,0,253
2597,2025-12-09 09:02:35.823746,2025-12-09,9,50,12,C,Line-3,Microchip,BATCH-8703,M-104,76.02,8,69,Done,24.4,1008,15,7,Copper,High,218,459,862,808,93.74,3.64,1,9,20.95,59.28,89.78,0,0,0,823
2598,2026-01-23 10:31:35.823746,2026-01-23,10,4,1,A,Line-1,PCB,BATCH-4235,M-103,105.4,23,1,Done,54.83,1046,7,11,Copper,Low,245,671,993,1016,102.32,1.9,4,10,23.18,31.01,74.96,0,0,0,1032
2599,2025-07-29 20:05:35.823746,2025-07-29,20,31,7,A,Line-1,PCB,BATCH-6697,M-101,79.13,7,1,Done,32.52,1045,5,7,Plastic,Low,246,591,362,381,105.25,3.87,0,9,38.16,69.33,92.97,0,0,0,389
2600,2025-07-07 06:29:35.823746,2025-07-07,6,28,7,C,Line-3,PCB,BATCH-9280,M-101,66.85,10,74,Done,58.77,1036,14,6,Silicon,Low,239,437,467,406,86.94,3.87,5,7,23.81,44.08,107.14,0,1,0,408
2601,2026-05-03 23:49:35.823746,2026-05-03,23,18,5,A,Line-1,PCB,BATCH-5919,M-101,67.15,12,20,Pending,27.57,1027,6,7,Silicon,Medium,233,628,398,400,100.5,2.65,2,9,21.17,68.29,100.48,0,0,0,419
2602,2025-08-14 16:35:35.823746,2025-08-14,16,33,8,B,Line-3,PCB,BATCH-5638,M-103,94.37,5,24,Done,19.02,1020,7,6,Silicon,Low,229,464,1031,1021,99.03,4.69,1,4,24.73,32.72,91.01,0,0,0,1017
2603,2025-12-02 00:27:35.823746,2025-12-02,0,49,12,C,Line-3,Microchip,BATCH-5312,M-101,113.44,19,48,Done,25.59,1002,7,11,Copper,High,231,925,779,730,93.71,1.06,20,7,35.2,44.42,116.88,0,1,0,740
2604,2025-09-20 01:28:35.823746,2025-09-20,1,38,9,C,Line-3,Sensor,BATCH-5241,M-102,54.31,16,91,Done,54.95,1011,4,7,Silicon,Medium,229,767,481,383,79.63,3.74,0,1,39.07,51.68,64.21,0,0,0,380
2605,2026-04-05 21:16:35.823746,2026-04-05,21,14,4,C,Line-1,Sensor,BATCH-0558,M-101,63.41,11,86,Done,45.43,1048,10,8,Copper,High,206,985,999,918,91.89,2.75,7,2,26.55,58.42,118.53,0,1,0,899
2606,2025-10-25 04:06:35.823746,2025-10-25,4,43,10,C,Line-2,Microchip,BATCH-8051,M-103,91.6,5,78,Pending,45.68,1028,13,9,Silicon,High,243,219,1143,1076,94.14,4.32,4,6,32.11,36.61,93.94,0,0,1,1078
2607,2025-10-02 10:51:35.823746,2025-10-02,10,40,10,C,Line-2,PCB,BATCH-8743,M-101,106.31,9,78,Pending,36.1,1005,13,11,Plastic,High,228,311,916,849,92.69,3.03,9,4,30.25,41.6,60.66,0,1,1,843
2608,2025-06-03 15:39:35.823746,2025-06-03,15,23,6,A,Line-2,PCB,BATCH-8180,M-104,95.78,6,9,Done,52.74,1001,6,11,Copper,Low,242,937,323,336,104.02,3.76,13,0,39.21,70.2,82.66,0,1,0,336
2609,2026-02-28 03:30:35.823746,2026-02-28,3,9,2,B,Line-2,PCB,BATCH-6498,M-101,65.94,21,28,Done,40.74,1010,8,11,Silicon,High,224,514,618,606,98.06,0.65,0,5,38.75,35.7,106.72,0,0,0,594
2610,2025-07-10 12:28:35.823746,2025-07-10,12,28,7,A,Line-1,Sensor,BATCH-6269,M-102,50.04,10,13,Done,49.17,1023,10,8,Copper,Medium,228,729,1148,1165,101.48,1.66,0,6,26.2,61.44,109.86,0,0,0,1184
2611,2026-03-25 14:55:35.823746,2026-03-25,14,13,3,A,Line-2,Sensor,BATCH-8649,M-102,93.76,9,23,Done,18.58,1032,2,12,Plastic,Medium,211,493,980,971,99.08,0.94,0,5,39.79,62.03,111.67,0,0,0,966
2612,2025-09-08 11:43:35.823746,2025-09-08,11,37,9,C,Line-3,PCB,BATCH-1812,M-103,84.62,13,62,Done,16.18,1001,7,12,Plastic,High,241,780,621,558,89.86,4.28,3,9,23.54,71.47,52.06,0,0,0,577
2613,2026-01-04 00:27:35.823746,2026-01-04,0,1,1,B,Line-1,Sensor,BATCH-6063,M-101,79.18,16,24,Done,25.4,1016,2,11,Copper,High,203,835,883,863,97.73,3.39,4,2,33.01,67.23,69.84,0,0,0,843
2614,2026-03-07 01:22:35.823746,2026-03-07,1,10,3,A,Line-3,Microchip,BATCH-2320,M-101,50.97,23,11,Pending,18.71,1008,5,7,Plastic,Medium,226,126,850,859,101.06,2.54,1,3,27.04,35.68,68.26,0,0,0,878
2615,2026-02-04 13:39:35.823746,2026-02-04,13,6,2,C,Line-2,Microchip,BATCH-9439,M-104,95.79,24,31,Done,29.73,1017,12,11,Copper,High,238,809,1187,1165,98.15,2.51,17,7,33.37,77.65,109.53,0,1,0,1153
2616,2026-01-05 15:39:35.823746,2026-01-05,15,2,1,B,Line-1,Sensor,BATCH-0341,M-103,113.87,23,12,Pending,41.67,1048,1,6,Silicon,Low,218,626,447,437,97.76,4.1,1,8,35.56,65.58,61.73,0,0,0,431
2617,2025-08-23 13:09:35.823746,2025-08-23,13,34,8,C,Line-2,Microchip,BATCH-1913,M-103,56.26,24,77,Pending,37.03,1009,11,12,Plastic,Medium,219,493,527,457,86.72,4.3,2,8,20.04,59.64,65.53,0,0,1,445
2618,2025-08-24 10:30:35.823746,2025-08-24,10,34,8,C,Line-1,PCB,BATCH-7851,M-102,64.84,17,90,Pending,28.01,1010,12,11,Plastic,Medium,235,931,1155,1074,92.99,3.62,1,7,27.26,48.22,87.27,0,0,1,1071
2619,2026-05-10 15:23:35.823746,2026-05-10,15,19,5,C,Line-3,Sensor,BATCH-1605,M-102,52.07,18,74,Done,40.95,1002,11,8,Plastic,High,220,676,1030,963,93.5,1.14,1,10,35.37,34.15,90.24,0,0,0,950
2620,2025-09-08 00:05:35.823746,2025-09-08,0,37,9,B,Line-1,Microchip,BATCH-9458,M-103,116.35,15,47,Pending,45.66,1034,12,8,Silicon,Medium,249,119,399,376,94.24,0.81,0,7,20.33,64.67,87.04,0,0,0,391
2621,2026-02-08 08:23:35.823746,2026-02-08,8,6,2,A,Line-2,Microchip,BATCH-4995,M-103,85.6,21,11,Done,57.94,1038,8,7,Plastic,Medium,220,654,362,377,104.14,4.26,1,1,27.33,36.18,69.52,0,0,0,376
2622,2026-05-11 23:42:35.823746,2026-05-11,23,20,5,B,Line-2,Microchip,BATCH-1037,M-101,104.94,12,32,Done,43.67,1025,2,11,Copper,High,225,315,1055,1027,97.35,3.87,4,8,37.76,30.09,73.06,0,0,0,1043
2623,2026-03-07 22:07:35.823746,2026-03-07,22,10,3,C,Line-1,Sensor,BATCH-3494,M-104,78.32,8,110,Done,40.98,1020,10,12,Silicon,High,212,821,907,802,88.42,1.08,0,7,21.19,79.05,94.13,0,0,0,788
2624,2025-07-18 14:08:35.823746,2025-07-18,14,29,7,A,Line-3,PCB,BATCH-4372,M-104,52.61,8,26,Pending,31.39,1001,2,12,Silicon,Medium,215,103,1128,1116,98.94,2.83,2,0,27.83,38.8,105.57,0,0,0,1099
2625,2025-10-20 10:48:35.823746,2025-10-20,10,43,10,B,Line-3,Sensor,BATCH-4324,M-103,116.38,6,48,Done,45.41,1050,6,6,Plastic,Medium,233,150,791,755,95.45,3.72,2,0,33.33,73.91,75.12,0,0,0,761
2626,2025-10-27 22:08:35.823746,2025-10-27,22,44,10,B,Line-2,Microchip,BATCH-1210,M-103,66.48,15,10,Done,52.97,1021,1,9,Silicon,Medium,219,234,454,446,98.24,4.92,4,1,30.65,54.8,117.85,0,0,0,449
2627,2025-06-30 09:43:35.823746,2025-06-30,9,27,6,B,Line-1,Sensor,BATCH-9837,M-103,75.3,20,48,Done,38.99,1009,3,7,Silicon,High,201,759,1086,1044,96.13,4.44,4,9,32.73,50.96,119.36,0,0,0,1028
2628,2025-06-15 10:04:35.823746,2025-06-15,10,24,6,C,Line-1,PCB,BATCH-4866,M-104,109.23,18,76,Pending,32.64,1021,3,11,Plastic,High,231,566,551,466,84.57,0.76,10,3,24.86,48.79,100.64,0,1,1,482
2629,2026-04-21 14:02:35.823746,2026-04-21,14,17,4,B,Line-2,PCB,BATCH-1576,M-103,75.54,19,28,Done,16.66,1006,5,7,Silicon,High,216,668,914,896,98.03,3.69,2,9,30.03,47.06,64.94,0,0,0,878
2630,2025-08-15 00:47:35.823746,2025-08-15,0,33,8,A,Line-1,Sensor,BATCH-4230,M-103,73.6,5,16,Done,29.49,1022,10,11,Copper,High,212,663,1072,1086,101.31,3.5,4,8,20.52,40.76,90.11,0,0,0,1088
2631,2025-12-27 21:04:35.823746,2025-12-27,21,52,12,C,Line-3,Microchip,BATCH-0941,M-102,107.04,16,116,Done,41.73,1014,11,7,Plastic,Medium,208,293,1178,1069,90.75,4.34,5,2,28.49,76.22,57.73,0,1,0,1051
2632,2025-06-21 22:55:35.823746,2025-06-21,22,25,6,C,Line-3,Microchip,BATCH-2292,M-104,62.74,23,42,Done,29.7,1050,1,8,Copper,High,201,225,690,635,92.03,4.18,15,2,38.39,37.0,112.03,0,1,0,625
2633,2025-10-25 18:25:35.823746,2025-10-25,18,43,10,C,Line-1,PCB,BATCH-8724,M-102,57.82,24,107,Done,43.35,1025,8,6,Plastic,High,237,583,1173,1067,90.96,0.67,3,5,39.12,60.96,78.03,0,0,0,1049
2634,2026-01-11 11:30:35.823746,2026-01-11,11,2,1,A,Line-1,Sensor,BATCH-1369,M-104,69.05,24,19,Done,31.19,1009,2,9,Silicon,High,241,584,655,650,99.24,5.0,0,8,23.19,45.25,113.14,0,0,0,666
2635,2025-10-26 08:34:35.823746,2025-10-26,8,43,10,B,Line-3,Sensor,BATCH-5548,M-103,94.45,13,30,Pending,46.48,1045,2,12,Copper,Low,248,457,862,836,96.98,3.44,0,0,39.55,37.57,83.49,0,0,0,844
2636,2026-03-08 15:38:35.823746,2026-03-08,15,10,3,A,Line-2,Microchip,BATCH-9643,M-104,58.46,8,6,Pending,20.02,1035,3,12,Copper,High,235,347,526,536,101.9,1.68,3,6,22.62,34.94,71.98,0,0,0,531
2637,2026-04-20 21:14:35.823746,2026-04-20,21,17,4,A,Line-2,Microchip,BATCH-6057,M-104,85.05,9,12,Done,53.42,1043,12,12,Silicon,High,212,576,931,953,102.36,4.19,3,5,34.08,56.18,53.63,0,0,0,963
2638,2026-05-04 13:00:35.823746,2026-05-04,13,19,5,C,Line-2,Microchip,BATCH-1914,M-103,76.64,14,52,Done,44.91,1007,4,10,Silicon,High,235,502,1032,973,94.28,4.81,3,1,27.11,68.61,52.91,0,0,0,963
2639,2025-06-26 10:16:35.823746,2025-06-26,10,26,6,B,Line-2,Microchip,BATCH-1065,M-104,84.03,17,31,Pending,36.51,1046,7,7,Copper,High,204,212,483,466,96.48,4.11,4,9,36.38,72.6,84.02,0,0,0,477
2640,2025-05-26 09:24:35.823746,2025-05-26,9,22,5,C,Line-2,Microchip,BATCH-2990,M-102,92.37,7,65,Done,31.17,1030,1,10,Silicon,Medium,238,499,927,849,91.59,1.21,3,8,32.28,49.99,66.15,0,0,0,857
2641,2025-05-30 22:20:35.823746,2025-05-30,22,22,5,A,Line-3,Microchip,BATCH-6426,M-102,89.08,13,2,Done,48.36,1025,14,10,Plastic,High,249,225,305,341,111.8,3.74,3,5,30.04,67.86,115.82,0,0,0,353
2642,2025-11-29 11:15:35.823746,2025-11-29,11,48,11,A,Line-3,Microchip,BATCH-8817,M-102,90.85,11,23,Done,16.52,1033,8,7,Silicon,Low,226,448,589,592,100.51,3.39,3,3,27.23,56.42,96.68,0,0,0,606
2643,2026-02-26 19:20:35.823746,2026-02-26,19,9,2,C,Line-2,Sensor,BATCH-6574,M-103,111.43,12,51,Pending,17.5,1010,7,9,Copper,Medium,225,574,1116,1064,95.34,2.41,0,2,23.33,73.68,113.99,0,0,0,1062
2644,2025-10-30 05:22:35.823746,2025-10-30,5,44,10,B,Line-1,Microchip,BATCH-4051,M-104,99.37,6,35,Done,57.2,1013,5,10,Plastic,Medium,242,132,850,825,97.06,3.58,9,2,31.68,79.62,75.37,0,1,0,843
2645,2025-10-31 12:11:35.823746,2025-10-31,12,44,10,C,Line-1,PCB,BATCH-4898,M-102,113.37,19,30,Done,41.66,1005,2,8,Silicon,Low,203,985,902,861,95.45,1.78,4,10,30.2,51.16,79.63,0,0,0,865
2646,2025-12-17 17:39:35.823746,2025-12-17,17,51,12,C,Line-3,PCB,BATCH-4270,M-101,76.66,11,116,Done,18.04,1005,12,10,Copper,Low,202,659,579,472,81.52,3.35,14,5,27.83,75.72,116.03,0,1,0,488
2647,2026-01-30 19:26:35.823746,2026-01-30,19,5,1,B,Line-3,Sensor,BATCH-7695,M-104,62.79,7,24,Done,24.95,1041,12,10,Copper,Low,233,181,399,399,100.0,2.54,4,2,23.91,32.16,74.33,0,0,0,418
2648,2026-02-19 21:41:35.823746,2026-02-19,21,8,2,B,Line-3,Sensor,BATCH-3093,M-103,110.99,18,43,Done,44.3,1040,6,12,Silicon,Low,246,252,904,873,96.57,0.93,16,4,37.18,30.87,112.33,0,1,0,874
2649,2026-01-21 23:28:35.823746,2026-01-21,23,4,1,A,Line-2,Microchip,BATCH-5074,M-101,99.86,8,12,Done,52.74,1027,7,10,Plastic,High,242,506,957,969,101.25,2.63,2,2,27.78,66.11,90.21,0,0,0,975
2650,2025-08-31 07:37:35.823746,2025-08-31,7,35,8,A,Line-3,PCB,BATCH-8631,M-104,87.76,12,0,Done,17.31,1017,12,12,Silicon,Medium,212,489,563,597,106.04,2.48,2,5,21.4,77.66,73.18,0,0,0,604
2651,2026-05-13 20:20:35.823746,2026-05-13,20,20,5,C,Line-3,PCB,BATCH-1766,M-103,110.18,16,49,Done,56.13,1018,11,10,Silicon,Medium,205,776,1188,1146,96.46,2.9,19,1,23.86,72.47,69.73,0,1,0,1141
2652,2026-01-16 12:06:35.823746,2026-01-16,12,3,1,A,Line-3,Microchip,BATCH-7373,M-102,84.26,19,2,Done,30.79,1045,4,11,Copper,High,238,242,766,782,102.09,4.68,2,8,29.95,48.65,51.81,0,0,0,774
2653,2026-01-10 20:20:35.823746,2026-01-10,20,2,1,C,Line-1,Microchip,BATCH-8241,M-104,116.63,22,50,Pending,32.44,1016,10,6,Copper,Low,242,414,667,622,93.25,1.33,4,0,31.31,49.35,66.48,0,0,0,618
2654,2026-03-09 17:25:35.823746,2026-03-09,17,11,3,B,Line-3,PCB,BATCH-6225,M-104,54.17,12,27,Pending,40.26,1036,7,8,Copper,High,219,482,335,322,96.12,1.52,2,3,39.67,39.07,118.74,0,0,0,313
2655,2025-07-21 01:47:35.823746,2025-07-21,1,30,7,A,Line-3,Microchip,BATCH-8599,M-104,51.47,11,18,Done,39.76,1045,5,10,Silicon,High,218,685,506,508,100.4,0.55,0,8,37.97,40.36,65.98,0,0,0,527
2656,2026-01-29 09:48:35.823746,2026-01-29,9,5,1,C,Line-1,Microchip,BATCH-9008,M-103,109.96,9,102,Done,22.38,1017,14,11,Copper,High,226,828,592,503,84.97,1.74,2,1,21.18,34.61,116.73,0,0,0,520
2657,2025-10-06 10:09:35.823746,2025-10-06,10,41,10,B,Line-3,PCB,BATCH-9092,M-101,119.76,17,28,Done,53.52,1047,13,6,Copper,High,208,841,427,425,99.53,3.8,3,7,34.33,56.86,104.18,0,0,0,429
2658,2025-08-01 19:35:35.823746,2025-08-01,19,31,8,C,Line-1,PCB,BATCH-2223,M-102,116.27,15,111,Done,50.59,1025,4,7,Silicon,Low,241,742,1147,1029,89.71,0.63,0,2,39.1,52.53,76.76,0,0,0,1032
2659,2025-07-18 23:05:35.823746,2025-07-18,23,29,7,A,Line-1,Microchip,BATCH-8227,M-104,77.14,13,6,Done,32.47,1025,8,12,Plastic,Low,245,467,948,968,102.11,3.44,1,3,39.55,71.88,94.4,0,0,0,975
2660,2026-03-07 08:03:35.823746,2026-03-07,8,10,3,C,Line-2,Sensor,BATCH-2664,M-104,92.63,16,108,Pending,27.87,1026,4,7,Silicon,High,220,357,858,743,86.6,4.15,0,7,20.09,75.79,83.81,0,0,1,731
2661,2025-07-06 00:09:35.823746,2025-07-06,0,27,7,C,Line-3,Microchip,BATCH-0895,M-103,51.46,11,57,Done,29.46,1019,14,11,Plastic,High,225,494,645,601,93.18,0.72,0,1,27.28,50.85,98.38,0,0,0,588
2662,2026-02-09 09:54:35.823746,2026-02-09,9,7,2,A,Line-2,Sensor,BATCH-9994,M-102,100.77,13,12,Pending,30.72,1019,3,8,Copper,High,225,746,603,607,100.66,2.27,1,8,31.23,59.64,117.81,0,0,0,622
2663,2026-03-04 11:31:35.823746,2026-03-04,11,10,3,B,Line-2,Microchip,BATCH-9747,M-104,103.39,22,47,Pending,43.06,1045,13,9,Copper,High,203,208,1179,1158,98.22,4.43,3,2,39.09,39.43,91.95,0,0,0,1157
2664,2025-11-20 20:43:35.823746,2025-11-20,20,47,11,A,Line-3,Microchip,BATCH-0977,M-101,103.7,18,3,Pending,59.09,1009,9,11,Plastic,Low,219,186,672,697,103.72,4.65,2,4,32.3,69.22,51.82,0,0,0,677
2665,2026-02-07 19:26:35.823746,2026-02-07,19,6,2,A,Line-2,Sensor,BATCH-4075,M-103,89.63,11,19,Done,41.44,1032,14,12,Copper,High,233,411,770,789,102.47,2.46,3,0,27.29,44.47,51.58,0,0,0,797
2666,2025-07-18 03:06:35.823746,2025-07-18,3,29,7,B,Line-2,Microchip,BATCH-3723,M-102,58.19,15,16,Pending,25.22,1045,6,10,Plastic,High,235,992,328,324,98.78,3.77,2,4,35.59,62.32,51.82,0,0,0,336
2667,2026-02-02 08:46:35.823746,2026-02-02,8,6,2,A,Line-1,Microchip,BATCH-4361,M-102,84.85,17,7,Done,35.34,1002,8,8,Plastic,High,225,993,944,963,102.01,2.6,3,8,22.25,40.9,57.08,0,0,0,964
2668,2026-05-16 09:43:35.823746,2026-05-16,9,20,5,B,Line-1,Sensor,BATCH-8463,M-101,113.72,7,47,Done,44.06,1005,4,11,Silicon,High,216,345,367,328,89.37,2.24,3,7,33.11,71.83,81.69,0,0,0,341
2669,2026-03-08 10:16:35.823746,2026-03-08,10,10,3,C,Line-1,Sensor,BATCH-3450,M-103,110.01,16,101,Done,37.45,1044,4,8,Copper,High,222,846,649,541,83.36,2.7,0,0,35.89,46.54,90.21,0,0,0,549
2670,2025-07-08 00:59:35.823746,2025-07-08,0,28,7,B,Line-1,Sensor,BATCH-5022,M-104,68.65,10,19,Done,42.76,1041,8,11,Copper,Low,200,577,313,310,99.04,3.75,2,8,32.39,66.24,71.6,0,0,0,293
2671,2025-12-30 10:16:35.823746,2025-12-30,10,1,12,B,Line-2,PCB,BATCH-6050,M-103,112.9,7,10,Done,57.03,1035,3,9,Copper,High,228,861,664,660,99.4,1.19,1,8,20.69,45.73,117.6,0,0,0,660
2672,2025-07-30 04:30:35.823746,2025-07-30,4,31,7,C,Line-1,Microchip,BATCH-5382,M-102,73.91,11,48,Done,24.54,1005,9,12,Plastic,Medium,212,505,1173,1128,96.16,4.8,13,10,31.26,57.28,112.33,0,1,0,1128
2673,2026-05-05 11:46:35.823746,2026-05-05,11,19,5,C,Line-1,Microchip,BATCH-0867,M-102,65.4,5,95,Done,45.73,1006,6,7,Plastic,Medium,202,230,646,548,84.83,4.51,0,7,24.51,43.52,103.02,0,0,0,547
2674,2025-09-21 10:40:35.823746,2025-09-21,10,38,9,A,Line-3,Sensor,BATCH-7701,M-102,58.43,8,12,Done,35.76,1013,5,9,Plastic,High,231,345,655,663,101.22,1.35,4,2,30.51,48.01,93.29,0,0,0,671
2675,2026-03-17 18:13:35.823746,2026-03-17,18,12,3,A,Line-2,Microchip,BATCH-3487,M-101,107.96,23,7,Done,59.87,1031,13,8,Plastic,High,249,825,969,998,102.99,3.0,3,0,31.57,49.0,96.6,0,0,0,1016
2676,2026-03-14 12:07:35.823746,2026-03-14,12,11,3,C,Line-3,Microchip,BATCH-0798,M-104,58.8,20,116,Pending,51.38,1048,15,8,Plastic,High,238,831,816,715,87.62,4.19,2,1,38.87,40.03,52.43,0,0,1,722
2677,2025-11-08 12:23:35.823746,2025-11-08,12,45,11,B,Line-3,PCB,BATCH-4213,M-103,107.38,17,29,Done,17.97,1041,11,10,Silicon,Medium,220,256,552,545,98.73,4.35,19,9,39.59,56.76,111.77,0,1,0,550
2678,2025-06-15 04:04:35.823746,2025-06-15,4,24,6,B,Line-3,Microchip,BATCH-6016,M-103,93.98,11,46,Done,35.47,1005,5,12,Copper,Low,245,285,497,461,92.76,4.84,3,5,24.62,46.26,56.32,0,0,0,480
2679,2025-12-29 22:32:35.823746,2025-12-29,22,1,12,B,Line-3,PCB,BATCH-4166,M-103,70.94,24,28,Done,52.9,1043,13,9,Copper,High,234,365,1092,1090,99.82,2.12,2,7,35.48,56.52,93.15,0,0,0,1072
2680,2025-07-06 17:34:35.823746,2025-07-06,17,27,7,A,Line-1,Microchip,BATCH-5288,M-103,115.94,22,29,Pending,18.43,1047,6,10,Plastic,Medium,244,507,1135,1128,99.38,2.57,9,2,24.28,30.48,93.33,0,1,0,1132
2681,2026-05-01 14:35:35.823746,2026-05-01,14,18,5,B,Line-3,PCB,BATCH-0916,M-103,87.56,23,20,Pending,51.85,1006,9,6,Silicon,Medium,237,390,693,691,99.71,0.75,1,4,21.31,32.09,92.14,0,0,0,694
2682,2026-02-15 06:09:35.823746,2026-02-15,6,7,2,B,Line-2,PCB,BATCH-2803,M-102,92.27,5,49,Done,22.01,1013,2,7,Copper,High,214,232,310,265,85.48,2.05,1,2,20.81,49.84,81.04,0,0,0,280
2683,2026-04-22 06:26:35.823746,2026-04-22,6,17,4,A,Line-2,Sensor,BATCH-4005,M-101,75.76,17,13,Pending,25.7,1042,13,6,Plastic,High,235,547,567,590,104.06,4.84,4,6,31.89,30.72,93.55,0,0,0,589
2684,2025-12-16 11:55:35.823746,2025-12-16,11,51,12,C,Line-1,PCB,BATCH-8592,M-102,94.7,9,68,Done,30.25,1044,13,7,Copper,High,221,689,723,666,92.12,2.74,3,7,35.39,43.19,86.02,0,0,0,660
2685,2025-05-19 08:08:35.823746,2025-05-19,8,21,5,C,Line-2,PCB,BATCH-0936,M-103,79.25,7,108,Done,48.21,1022,11,9,Plastic,High,246,787,922,821,89.05,4.75,0,9,21.72,32.39,78.55,0,0,0,815
2686,2025-09-20 10:13:35.823746,2025-09-20,10,38,9,B,Line-2,PCB,BATCH-3556,M-104,61.78,8,43,Done,54.85,1004,1,8,Plastic,Low,202,706,663,622,93.82,4.18,18,8,31.9,71.12,88.49,0,1,0,612
2687,2025-05-30 04:09:35.823746,2025-05-30,4,22,5,B,Line-2,Sensor,BATCH-2168,M-102,73.93,11,33,Done,15.37,1044,5,6,Plastic,High,243,635,564,541,95.92,2.58,0,5,39.97,47.79,88.29,0,0,0,558
2688,2025-05-16 23:35:35.823746,2025-05-16,23,20,5,A,Line-3,Microchip,BATCH-1370,M-103,117.49,19,3,Done,40.84,1015,3,11,Plastic,High,222,119,483,496,102.69,4.69,3,5,32.93,61.49,57.21,0,0,0,492
2689,2025-06-30 12:23:35.823746,2025-06-30,12,27,6,C,Line-2,Microchip,BATCH-3993,M-102,93.68,5,42,Done,29.94,1013,5,7,Plastic,Medium,222,575,306,259,84.64,3.65,4,4,36.82,77.86,112.14,0,0,0,278
2690,2025-06-27 22:44:35.823746,2025-06-27,22,26,6,A,Line-2,Sensor,BATCH-2381,M-101,64.31,21,2,Done,47.8,1036,1,11,Copper,High,225,797,1129,1139,100.89,1.85,4,7,22.89,30.18,86.46,0,0,0,1123
2691,2025-08-02 17:55:35.823746,2025-08-02,17,31,8,C,Line-1,Microchip,BATCH-8964,M-101,55.54,21,78,Done,45.37,1008,14,10,Plastic,High,224,636,1042,977,93.76,1.95,4,5,35.16,64.08,54.95,0,0,0,991
2692,2026-01-16 11:25:35.823746,2026-01-16,11,3,1,C,Line-1,Sensor,BATCH-4430,M-104,109.81,14,94,Done,32.31,1044,4,8,Copper,Medium,243,624,1069,968,90.55,4.58,2,0,33.16,52.0,69.8,0,0,0,974
